Provider,PotentialFraud,Age,NumPhysiciansSeen,NumProcedures,NumDiagnosisClaims,InscClaimAmtReimbursed,DeductibleAmtPaid,NoOfMonths_PartACov,NoOfMonths_PartBCov,IPAnnualReimbursementAmt,IPAnnualDeductibleAmt,OPAnnualReimbursementAmt,OPAnnualDeductibleAmt,ChronicCond_Alzheimer,ChronicCond_Heartfailure,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke
PRV56850,False,72.6470588235294,1.1764705882352942,0.0,2.764705882352941,273.52941176470586,9.411764705882353,12.0,12.0,2000.0,376.94117647058823,2280.5882352941176,559.4117647058823,13,14,12,11,4,2,14,7,5,1,0
PRV56851,False,80.45,1.7,0.0,3.25,369.0,3.0,12.0,12.0,200.0,53.4,2538.5,665.5,13,20,10,10,11,10,15,20,3,10,0
PRV56852,False,69.8,1.05,0.0,2.75,98.0,4.5,12.0,12.0,0.0,0.0,556.5,395.5,2,3,2,0,4,0,10,14,1,0,1
PRV56853,False,74.22222222222223,1.037037037037037,0.0,3.3333333333333335,197.77777777777777,1.4814814814814814,12.0,12.0,1400.0,276.8888888888889,994.8148148148148,770.7407407407408,17,9,13,7,7,7,22,23,7,9,0
PRV56854,False,73.66666666666667,1.0,0.0,3.3333333333333335,200.0,0.0,12.0,12.0,0.0,0.0,2080.0,520.0,2,2,2,1,1,1,2,2,1,0,0
PRV56855,False,76.0,1.0,0.0,3.0,72.5,25.0,12.0,12.0,0.0,0.0,2760.0,387.5,3,2,3,1,1,1,4,1,3,0,0
PRV56856,False,75.5111111111111,1.3,0.0,2.8555555555555556,263.0,3.0,11.2,12.0,2947.1111111111113,344.1333333333333,1397.4444444444443,404.55555555555554,53,75,29,6,17,38,62,70,26,39,21
PRV56857,False,74.6304347826087,1.6304347826086956,0.0,2.5434782608695654,358.2608695652174,0.0,12.0,12.0,9756.304347826086,998.3478260869565,3539.3478260869565,711.7391304347826,26,37,21,11,17,19,35,36,3,20,6
PRV56858,False,71.9,1.05,0.0,2.95,196.75,5.5,12.0,12.0,6126.5,740.8,1682.25,429.0,17,19,12,15,7,15,30,31,22,16,3
PRV56860,False,74.0,1.6666666666666667,0.0,3.6666666666666665,856.6666666666666,0.0,12.0,12.0,0.0,0.0,1180.0,460.0,0,0,1,1,0,0,1,2,0,2,0
PRV56861,False,72.6774193548387,1.1935483870967742,0.0,3.0,179.3548387096774,0.0,12.0,12.0,5370.322580645161,723.483870967742,1559.3548387096773,488.38709677419354,8,19,13,3,5,9,17,26,12,10,5
PRV56862,False,84.14285714285714,0.9285714285714286,0.0,2.4285714285714284,213.57142857142858,0.0,12.0,12.0,20457.14285714286,1754.5714285714287,2398.5714285714284,889.2857142857143,4,10,11,1,8,6,12,12,4,6,3
PRV56863,False,69.17307692307692,1.0,0.0,2.6346153846153846,270.5769230769231,1.9230769230769231,12.0,12.0,3944.423076923077,513.4615384615385,1766.3461538461538,463.2692307692308,19,28,15,2,20,23,33,39,11,19,1
PRV56864,False,77.91666666666667,1.0,0.0,2.2083333333333335,158.33333333333334,0.0,12.0,8.5,875.8333333333334,89.0,1751.25,344.5833333333333,12,18,14,2,9,14,19,17,6,12,1
PRV56866,False,83.79411764705883,1.088235294117647,0.0,2.6911764705882355,399.70588235294116,1.6176470588235294,12.0,12.0,4493.823529411765,753.8823529411765,3195.1470588235293,812.7941176470588,25,50,24,3,17,24,57,60,22,29,10
PRV56867,False,73.44444444444444,1.1111111111111112,0.0,3.111111111111111,381.1111111111111,7.777777777777778,12.0,12.0,9187.777777777777,830.6666666666666,3860.0,1071.111111111111,3,7,3,0,4,7,5,9,4,4,2
PRV56868,False,72.44444444444444,1.2222222222222223,0.0,3.4444444444444446,421.6666666666667,0.0,12.0,12.0,13013.888888888889,1008.6666666666666,2413.3333333333335,492.77777777777777,4,10,2,0,6,13,16,15,6,2,2
PRV56869,False,74.72222222222223,1.0,0.0,2.5833333333333335,311.6666666666667,1.3888888888888888,12.0,12.0,2519.722222222222,267.0,2432.777777777778,730.0,14,27,16,6,17,22,26,28,11,10,3
PRV56870,False,77.38461538461539,1.6153846153846154,0.9230769230769231,9.0,9153.846153846154,1068.0,12.0,12.0,13926.923076923076,1555.6923076923076,2695.3846153846152,734.6153846153846,5,9,7,2,6,4,10,12,3,6,1
PRV56871,False,76.72727272727273,1.0909090909090908,0.0,3.8181818181818183,395.45454545454544,4.545454545454546,12.0,12.0,6973.636363636364,582.5454545454545,1144.5454545454545,256.3636363636364,3,7,4,2,4,6,6,9,5,1,2
PRV56873,False,80.0,1.0,0.0,5.5,3035.0,534.0,12.0,12.0,7045.0,1602.0,3370.0,625.0,2,1,1,1,0,2,2,2,1,1,1
PRV56877,True,75.38636363636364,1.2727272727272727,0.20454545454545456,4.7727272727272725,3872.9545454545455,365.22727272727275,12.0,12.0,12680.90909090909,1092.2727272727273,1195.909090909091,404.54545454545456,20,21,13,0,13,25,29,32,20,10,8
PRV56878,False,80.46153846153847,1.1538461538461537,0.0,2.769230769230769,256.15384615384613,1.5384615384615385,12.0,12.0,1153.8461538461538,328.61538461538464,1701.923076923077,455.0,4,16,5,0,6,17,21,21,8,6,0
PRV56879,False,67.0,1.0,0.0,2.857142857142857,1162.857142857143,14.285714285714286,12.0,12.0,0.0,0.0,2122.8571428571427,415.7142857142857,3,4,3,1,0,2,0,3,1,1,0
PRV56880,False,70.0,1.5,0.0,5.5,130.0,0.0,12.0,12.0,2500.0,534.0,2030.0,885.0,0,1,1,0,1,2,2,2,1,2,0
PRV56881,False,71.94871794871794,1.0128205128205128,0.0,2.730769230769231,220.51282051282053,1.9230769230769231,12.0,12.0,4641.282051282052,438.15384615384613,2314.358974358974,563.974358974359,19,56,19,2,23,39,68,68,40,25,4
PRV56882,False,76.0,1.0,0.0,2.7142857142857144,192.85714285714286,1.9047619047619047,12.0,11.714285714285714,714.2857142857143,254.28571428571428,1010.952380952381,550.0,5,9,5,0,2,7,12,17,4,4,0
PRV56884,False,73.375,1.125,0.0,3.25,180.0,12.5,12.0,12.0,5750.0,267.0,2123.75,450.0,5,7,4,1,4,5,6,6,3,4,0
PRV56885,False,71.5,1.1,0.6,8.1,6605.0,961.2,12.0,12.0,21634.0,3790.4,4145.0,596.0,7,7,7,0,7,5,10,9,1,0,6
PRV56886,False,78.63636363636364,1.0909090909090908,0.0,3.4545454545454546,123.63636363636364,0.0,12.0,12.0,909.0909090909091,194.1818181818182,3044.5454545454545,558.1818181818181,5,11,7,5,0,11,11,11,9,4,0
PRV56887,False,84.02777777777777,1.0,0.0,2.388888888888889,253.33333333333334,6.388888888888889,12.0,12.0,2151.9444444444443,148.33333333333334,1865.0,439.1666666666667,12,1,9,13,0,18,10,11,20,17,1
PRV56888,False,72.3,1.6,0.0,4.0,605.0,1.0,12.0,12.0,9000.0,534.0,3383.0,880.0,3,7,6,2,2,3,5,8,4,3,2
PRV56889,False,72.94,1.2,0.1,3.34,2531.0,115.8,12.0,12.0,12479.2,858.24,2658.6,509.4,21,36,22,10,12,22,40,39,22,11,1
PRV56890,False,84.25,1.0,0.0,2.4166666666666665,355.8333333333333,5.0,12.0,12.0,13533.333333333334,1513.0,1971.6666666666667,240.83333333333334,8,10,0,0,4,6,7,7,0,5,0
PRV56891,False,47.0,1.0,0.0,3.0,10.0,20.0,12.0,12.0,8000.0,1068.0,940.0,500.0,1,1,0,0,1,0,1,1,0,0,0
PRV56892,False,72.38461538461539,1.5384615384615385,0.0,2.5384615384615383,244.6153846153846,0.0,12.0,12.0,8769.23076923077,328.61538461538464,2085.3846153846152,574.6153846153846,6,8,8,0,2,0,8,2,5,8,2
PRV56893,False,80.85714285714286,1.0,0.0,2.4285714285714284,431.42857142857144,0.0,12.0,12.0,12148.57142857143,1477.142857142857,5448.571428571428,1204.2857142857142,2,5,5,1,3,5,5,5,2,1,1
PRV56894,False,72.92307692307692,1.0384615384615385,0.0,2.576923076923077,167.69230769230768,0.0,12.0,12.0,1548.076923076923,205.3846153846154,2966.153846153846,864.6153846153846,9,15,10,2,9,9,13,17,7,6,1
PRV56895,False,74.28571428571429,1.2857142857142858,0.5,8.357142857142858,10357.142857142857,991.7142857142857,12.0,12.0,15604.285714285714,1568.5714285714287,2879.285714285714,771.4285714285714,7,9,8,1,8,6,11,14,5,6,2
PRV56896,False,66.0,2.3333333333333335,1.3333333333333333,9.333333333333334,20000.0,1068.0,12.0,12.0,20750.0,1068.0,2213.3333333333335,476.6666666666667,2,2,2,1,1,0,2,3,0,1,0
PRV56897,False,73.75,1.375,1.125,9.125,7750.0,1068.0,12.0,12.0,11051.25,1468.5,3288.75,955.0,2,7,4,1,3,4,7,7,6,3,2
PRV56900,False,85.0,1.0,0.5,8.5,9500.0,1068.0,12.0,12.0,20040.0,1602.0,380.0,30.0,2,1,1,0,1,1,1,2,1,1,1
PRV56901,False,73.43939393939394,1.0454545454545454,0.0,3.090909090909091,154.3939393939394,0.30303030303030304,11.909090909090908,12.0,2722.121212121212,291.27272727272725,1248.6363636363637,467.1212121212121,19,45,24,8,22,29,49,53,19,12,10
PRV56902,False,82.0,1.0,0.0,10.0,4000.0,1068.0,12.0,12.0,42050.0,3204.0,1300.0,510.0,0,0,0,0,1,1,1,1,0,0,0
PRV56903,False,67.0,2.0,2.0,9.5,28500.0,1068.0,12.0,12.0,56290.0,3204.0,14505.0,4070.0,2,2,2,1,2,2,2,2,1,0,0
PRV56904,False,70.5,2.0,0.75,10.0,7000.0,1068.0,12.0,12.0,8450.0,1335.0,1822.5,342.5,3,1,3,0,2,3,4,4,3,0,0
PRV56905,False,72.93333333333334,1.3333333333333333,0.0,3.4,405.3333333333333,3.3333333333333335,12.0,11.933333333333334,2773.3333333333335,427.2,4244.0,1261.3333333333333,8,11,8,2,4,10,11,12,8,5,4
PRV56906,False,65.28571428571429,1.4285714285714286,0.5714285714285714,7.428571428571429,7442.857142857143,915.4285714285714,12.0,12.0,13188.57142857143,1525.7142857142858,2381.4285714285716,460.0,4,6,4,1,5,4,6,6,3,3,1
PRV56907,False,73.33333333333333,1.0,0.0,1.8666666666666667,388.0,0.0,12.0,12.0,2655.3333333333335,356.0,1740.6666666666667,449.3333333333333,4,8,7,1,5,4,10,8,5,5,0
PRV56908,False,69.0,1.0,0.0,5.5,2530.0,534.0,12.0,12.0,12150.0,1068.0,535.0,230.0,1,0,0,0,0,0,1,2,0,1,0
PRV56909,False,65.28571428571429,1.2857142857142858,0.2857142857142857,5.428571428571429,2655.714285714286,457.7142857142857,12.0,12.0,7851.428571428572,1373.142857142857,1381.4285714285713,410.0,4,2,5,0,1,2,5,5,0,1,2
PRV56910,False,68.0,1.2,0.8,7.2,7452.0,854.4,12.0,12.0,10660.0,1281.6,1732.0,224.0,2,3,1,0,0,3,3,5,3,0,1
PRV56912,False,74.57142857142857,1.5714285714285714,0.8571428571428571,9.428571428571429,12857.142857142857,1068.0,12.0,12.0,22131.428571428572,1983.4285714285713,4272.857142857143,1121.4285714285713,5,7,5,1,5,3,6,7,2,3,0
PRV56914,False,70.66666666666667,1.0,0.8333333333333334,8.5,11666.666666666666,1068.0,12.0,10.833333333333334,13683.333333333334,1424.0,2590.0,1086.6666666666667,3,5,3,2,1,4,6,6,3,4,0
PRV56915,False,82.25,1.75,0.75,10.25,7725.0,1068.0,12.0,12.0,13020.0,2136.0,11097.5,2957.5,3,4,4,1,3,1,3,4,1,3,2
PRV56916,False,71.36363636363636,1.4545454545454546,0.5454545454545454,8.090909090909092,10336.363636363636,1068.0,12.0,12.0,20200.0,1844.7272727272727,877.2727272727273,418.1818181818182,5,9,8,4,8,7,9,9,5,4,4
PRV56917,False,67.0,1.5,0.125,4.625,1860.0,267.0,12.0,12.0,10628.75,1335.0,2118.75,813.75,2,6,4,1,5,3,7,7,4,3,0
PRV56918,True,70.0,1.2857142857142858,1.0,9.428571428571429,20285.714285714286,1068.0,12.0,12.0,23560.0,1525.7142857142858,2380.0,385.7142857142857,2,5,3,0,4,3,4,6,2,2,0
PRV56919,False,78.0,1.0,0.0,5.0,15.0,0.0,12.0,12.0,0.0,0.0,2710.0,1025.0,2,1,0,0,0,1,2,2,1,1,0
PRV56920,False,74.0,2.0,0.0,4.0,80.0,0.0,12.0,12.0,0.0,0.0,80.0,100.0,0,1,0,0,0,0,0,0,0,0,0
PRV56923,False,75.7560975609756,1.0,0.0,2.8780487804878048,147.0731707317073,7.560975609756097,12.0,12.0,2732.9268292682927,468.8780487804878,1526.5853658536585,426.3414634146341,10,18,12,8,12,10,32,27,17,12,1
PRV56926,False,75.0,1.0,0.0,4.0,20.0,0.0,12.0,12.0,0.0,0.0,360.0,210.0,0,0,0,0,1,1,1,1,0,0,0
PRV56928,False,73.59375,1.21875,0.0,3.125,204.0625,3.4375,12.0,12.0,4045.0,523.375,1747.1875,578.4375,12,21,16,8,10,8,28,27,12,12,9
PRV56929,False,72.53333333333333,1.2222222222222223,0.0,2.311111111111111,170.44444444444446,3.111111111111111,12.0,12.0,6754.444444444444,781.6888888888889,2756.8888888888887,716.4444444444445,15,33,17,5,18,15,34,38,27,13,3
PRV56930,False,76.95833333333333,1.2083333333333333,0.0,3.2083333333333335,278.3333333333333,0.0,12.0,12.0,0.0,0.0,1525.8333333333333,502.5,8,13,12,2,7,8,18,18,4,1,3
PRV56931,False,69.85714285714286,0.9523809523809523,0.0,3.4285714285714284,314.76190476190476,0.0,12.0,12.0,2266.6666666666665,349.5238095238095,2878.095238095238,576.6666666666666,7,8,5,2,1,12,14,10,11,8,2
PRV56932,False,79.55555555555556,1.2222222222222223,0.0,1.5555555555555556,90.0,3.3333333333333335,12.0,12.0,2900.0,474.6666666666667,3031.1111111111113,782.2222222222222,2,8,7,2,3,4,5,8,1,3,2
PRV56933,False,65.91666666666667,1.0,0.0,3.3333333333333335,388.3333333333333,0.0,12.0,12.0,1393.3333333333333,267.0,3339.1666666666665,713.3333333333334,6,9,3,0,2,4,9,9,3,3,0
PRV56934,False,76.5,1.0,0.0,2.8333333333333335,75.0,0.0,12.0,12.0,0.0,0.0,1521.6666666666667,603.3333333333334,0,2,0,1,1,1,3,2,0,1,0
PRV56935,False,74.75,1.0,0.0,2.625,549.5833333333334,0.0,12.0,12.0,2418.3333333333335,400.5,2187.0833333333335,870.8333333333334,2,12,9,7,6,9,13,19,7,9,8
PRV56937,False,65.8,1.0,0.0,2.0,62.0,0.0,12.0,12.0,0.0,0.0,1142.0,634.0,1,2,1,0,1,3,2,3,1,2,0
PRV56938,False,73.95454545454545,1.0,0.0,2.272727272727273,174.54545454545453,3.6363636363636362,12.0,12.0,9931.818181818182,631.0909090909091,2256.3636363636365,708.6363636363636,8,10,9,6,5,7,15,16,7,6,3
PRV56939,False,71.625,1.3125,0.0,3.75,317.5,5.0,12.0,12.0,2011.25,333.75,2483.75,580.0,4,11,6,2,5,8,11,12,9,6,0
PRV56941,False,74.33333333333333,1.0,0.0,2.6666666666666665,203.8095238095238,4.761904761904762,12.0,12.0,3305.2380952380954,356.0,1688.095238095238,615.7142857142857,8,10,7,5,7,7,14,16,5,3,2
PRV56942,False,76.83333333333333,1.0416666666666667,0.0,3.0,290.0,1.6666666666666667,12.0,12.0,4142.916666666667,578.5,2526.6666666666665,735.0,14,13,16,5,9,10,19,18,8,7,3
PRV56944,False,77.0,1.0,0.0,1.3333333333333333,60.0,0.0,12.0,12.0,7333.333333333333,1234.6666666666667,1210.0,633.3333333333334,1,1,1,0,1,2,2,3,1,0,0
PRV56945,False,75.47368421052632,1.0175438596491229,0.0,3.192982456140351,375.43859649122805,2.6315789473684212,11.789473684210526,12.0,2106.1403508771928,365.3333333333333,2298.59649122807,484.3859649122807,22,40,16,9,16,28,39,36,14,20,9
PRV56946,False,68.0,1.0,0.0,4.5,60.0,0.0,12.0,12.0,0.0,0.0,4120.0,1100.0,2,0,2,2,0,2,2,2,0,2,0
PRV56947,False,72.66666666666667,1.0,0.0,4.666666666666667,193.33333333333334,6.666666666666667,12.0,12.0,20440.0,1424.0,1530.0,1093.3333333333333,1,1,2,1,1,1,2,1,2,1,0
PRV56948,False,79.0,0.6666666666666666,0.0,2.0,223.33333333333334,0.0,12.0,12.0,0.0,0.0,2476.6666666666665,540.0,0,0,0,0,1,2,3,2,0,0,0
PRV56949,False,73.40384615384616,0.9903846153846154,0.0,2.9038461538461537,307.3076923076923,4.8076923076923075,12.0,12.0,4521.442307692308,544.2692307692307,2511.923076923077,624.0384615384615,20,78,53,10,37,41,71,83,33,38,5
PRV56950,False,66.0,0.6666666666666666,0.0,3.3333333333333335,380.0,0.0,12.0,12.0,5333.333333333333,712.0,5093.333333333333,1680.0,2,3,3,3,1,2,2,2,1,1,0
PRV56951,False,74.0,1.0,0.0,3.0,272.10526315789474,3.6842105263157894,12.0,12.0,4315.789473684211,674.5263157894736,1710.5263157894738,586.8421052631579,12,14,12,3,10,11,15,15,11,5,0
PRV56953,False,75.55,1.05,0.0,2.85,143.5,7.0,12.0,12.0,4022.5,584.0,1692.5,548.0,9,10,13,2,5,5,14,13,7,4,2
PRV56954,False,76.0,1.05,0.0,2.7,145.5,0.0,12.0,12.0,4562.5,609.0,1838.0,540.5,8,10,9,2,6,9,16,15,10,7,1
PRV56956,False,68.2,1.0,0.0,2.0,562.0,0.0,12.0,12.0,7000.0,640.8,4258.0,1210.0,0,3,1,0,0,0,3,5,0,2,0
PRV56957,False,70.47101449275362,0.9927536231884058,0.0,2.746376811594203,321.7391304347826,4.27536231884058,12.0,11.73913043478261,5343.333333333333,386.95652173913044,2007.0289855072465,579.927536231884,53,79,60,21,38,55,94,91,47,44,17
PRV56958,False,75.53846153846153,1.0769230769230769,0.0,2.8461538461538463,383.0769230769231,0.0,12.0,12.0,2332.3076923076924,410.7692307692308,4601.538461538462,954.6153846153846,3,9,4,1,2,9,11,11,3,5,0
PRV56960,False,71.375,1.0,0.0,2.5,317.5,3.75,12.0,12.0,3881.25,534.0,6661.25,1778.75,4,5,3,2,3,3,8,6,1,2,1
PRV56963,False,79.0,1.1666666666666667,0.0,2.8333333333333335,240.0,0.0,12.0,12.0,3916.6666666666665,2022.6666666666667,1240.0,520.0,0,5,3,1,2,3,2,4,0,2,0
PRV56964,False,69.2,1.0,0.0,2.4,200.0,0.0,12.0,12.0,9200.0,640.8,642.0,930.0,2,2,1,1,3,0,2,3,0,1,1
PRV56965,False,75.66666666666667,1.0,0.0,1.6666666666666667,216.66666666666666,0.0,12.0,12.0,6333.333333333333,356.0,1170.0,80.0,1,2,1,0,0,1,1,1,0,0,0
PRV56966,False,68.5,1.5,0.0,1.5,120.0,0.0,12.0,12.0,0.0,0.0,1155.0,195.0,0,0,0,0,0,0,1,1,1,0,0
PRV56967,False,73.4065934065934,1.0,0.0,3.120879120879121,279.56043956043953,4.175824175824176,12.0,12.0,2290.6593406593406,338.85714285714283,2988.4615384615386,745.3846153846154,32,55,37,8,29,45,60,63,32,26,3
PRV56969,False,85.0,1.0,0.0,2.0,10.0,0.0,12.0,12.0,3000.0,1068.0,6780.0,760.0,0,1,1,1,0,1,1,1,0,0,0
PRV56970,False,60.0,1.0,0.0,1.0,105.0,0.0,12.0,12.0,5500.0,1068.0,970.0,630.0,1,1,1,0,0,1,1,2,1,0,0
PRV56971,False,74.75,1.0,0.0,3.0,100.0,0.0,12.0,12.0,8337.5,1068.0,5245.0,297.5,0,2,1,0,3,2,4,4,1,3,1
PRV56972,False,77.16666666666667,1.0833333333333333,0.0,2.9375,495.0,1.25,12.0,12.0,4504.375,445.0,2958.125,665.2083333333334,22,26,13,5,18,18,39,37,18,15,3
PRV56973,False,75.94117647058823,1.4705882352941178,0.0,2.176470588235294,307.05882352941177,0.5882352941176471,12.0,11.941176470588236,3152.9411764705883,251.2941176470588,1778.8235294117646,867.6470588235294,4,8,5,2,5,8,11,13,4,5,1
PRV56974,False,99.0,1.0,0.0,2.0,80.0,0.0,12.0,12.0,9280.0,1068.0,2370.0,540.0,0,1,0,0,0,1,0,0,1,0,0
PRV56976,False,81.16666666666667,1.0,0.0,3.3333333333333335,323.3333333333333,0.0,12.0,12.0,1833.3333333333333,356.0,5996.666666666667,1723.3333333333333,1,5,4,0,0,4,5,4,3,0,0
PRV56977,False,78.625,1.0,0.0,2.5,130.0,0.0,12.0,12.0,12073.75,801.0,2360.0,1035.0,5,8,6,4,2,3,7,6,3,3,2
PRV56978,False,73.51666666666667,1.0,0.0,2.525,200.25,2.75,12.0,11.858333333333333,5183.0,605.0333333333333,2158.9166666666665,569.1666666666666,53,67,43,22,35,45,83,84,40,35,8
PRV56980,False,71.47058823529412,1.0,0.0,2.5294117647058822,180.58823529411765,0.0,11.294117647058824,12.0,823.5294117647059,188.47058823529412,2242.3529411764707,499.4117647058824,7,10,5,3,4,8,9,14,5,9,0
PRV56981,False,72.85714285714286,1.0,0.0,1.5714285714285714,101.42857142857143,0.0,12.0,12.0,2428.5714285714284,305.14285714285717,965.7142857142857,265.7142857142857,2,1,2,0,2,1,3,3,3,0,0
PRV56982,False,73.29166666666667,1.0,0.0,2.5833333333333335,394.5833333333333,4.166666666666667,12.0,12.0,4042.0833333333335,445.0,2486.6666666666665,621.25,6,15,8,5,8,9,15,14,12,6,1
PRV56984,False,71.33333333333333,1.0,0.0,2.3333333333333335,260.0,0.0,12.0,12.0,33.333333333333336,356.0,1530.0,173.33333333333334,0,2,1,0,1,0,1,2,1,0,0
PRV56985,False,68.88235294117646,1.0,0.0,3.235294117647059,114.11764705882354,2.3529411764705883,12.0,12.0,3235.294117647059,502.5882352941176,2945.294117647059,723.5294117647059,8,12,7,2,1,5,14,13,5,2,0
PRV56986,False,77.5,1.0,0.0,2.0,155.0,0.0,12.0,12.0,0.0,0.0,2145.0,200.0,0,0,0,0,0,0,0,0,0,0,0
PRV56987,False,76.57142857142857,1.0,0.0,3.0,172.85714285714286,0.0,12.0,12.0,5121.428571428572,1068.0,2362.8571428571427,532.8571428571429,3,4,3,0,2,6,6,7,1,0,1
PRV56988,False,68.0,1.0,0.0,3.0,0.0,0.0,12.0,12.0,0.0,0.0,140.0,0.0,0,0,0,0,0,1,0,0,0,0,0
PRV56989,False,71.5,1.5,0.0,2.0,55.0,0.0,12.0,12.0,0.0,0.0,690.0,85.0,0,1,0,0,0,1,0,1,1,0,0
PRV56990,False,71.96363636363637,1.0,0.0,2.5090909090909093,151.27272727272728,0.0,12.0,12.0,327.27272727272725,116.50909090909092,2206.909090909091,432.90909090909093,23,38,26,0,11,27,48,30,11,27,16
PRV56991,False,72.53333333333333,1.0,0.0,3.1333333333333333,442.6666666666667,0.0,12.0,12.0,2474.6666666666665,213.6,1962.6666666666667,731.3333333333334,7,10,8,5,3,6,11,12,5,5,1
PRV56992,False,84.0,1.0,0.0,2.0,50.0,0.0,12.0,12.0,14060.0,2136.0,575.0,335.0,1,2,1,0,0,2,2,2,1,1,0
PRV56993,False,73.66666666666667,1.2916666666666667,0.0,2.5416666666666665,225.0,4.166666666666667,12.0,11.75,5357.5,445.0,2981.25,862.5,11,16,11,5,8,12,16,19,11,11,1
PRV56995,False,75.2,1.0,0.0,2.6,433.0,0.0,12.0,12.0,2003.0,320.4,1731.0,484.0,7,6,1,2,4,6,8,9,5,5,2
PRV56996,False,74.72727272727273,1.0909090909090908,0.0,3.6363636363636362,185.45454545454547,0.0,12.0,12.0,5436.363636363636,679.6363636363636,1044.5454545454545,552.7272727272727,7,6,6,2,5,4,9,10,3,5,2
PRV56997,False,70.8,1.04,0.0,2.76,87.2,1.6,11.52,12.0,2881.6,341.76,984.0,316.4,10,16,5,2,3,12,20,17,10,7,1
PRV56998,False,77.5,1.0,0.0,2.0,165.0,0.0,12.0,12.0,1300.0,534.0,510.0,145.0,2,1,0,0,0,1,2,2,1,1,0
PRV56999,False,73.375,1.0,0.0,2.75,293.75,5.0,10.5,12.0,13500.0,667.5,1132.5,458.75,2,6,2,3,1,3,6,8,4,3,0
PRV57000,False,72.31147540983606,1.1639344262295082,0.0,3.0163934426229506,310.0,2.459016393442623,12.0,12.0,6309.836065573771,770.360655737705,2807.5409836065573,888.360655737705,30,36,30,14,20,24,42,46,19,18,6
PRV57002,False,73.1,0.98,0.0,2.66,209.0,2.8,12.0,12.0,6548.6,534.0,1812.6,589.2,23,30,19,6,16,22,31,40,9,14,5
PRV57004,False,73.03252032520325,1.016260162601626,0.0,2.8292682926829267,271.869918699187,3.3333333333333335,12.0,11.707317073170731,7061.544715447155,625.170731707317,1884.878048780488,511.1382113821138,59,75,53,20,32,63,89,89,43,42,13
PRV57005,False,69.5,1.0,0.0,2.5,155.0,0.0,12.0,12.0,4000.0,1068.0,2055.0,265.0,1,0,0,0,1,1,2,1,2,0,0
PRV57006,False,73.03809523809524,1.019047619047619,0.009523809523809525,3.123809523809524,386.2857142857143,3.4285714285714284,12.0,12.0,6140.857142857143,687.7714285714286,2843.904761904762,750.8571428571429,31,73,41,21,40,38,77,82,59,28,12
PRV57010,False,74.05263157894737,1.0175438596491229,0.0,3.263157894736842,423.3333333333333,4.912280701754386,12.0,12.0,3512.1052631578946,428.56140350877195,2975.0877192982457,754.561403508772,23,36,17,7,18,19,41,48,16,17,9
PRV57011,False,76.70588235294117,1.0588235294117647,0.0,2.6470588235294117,221.1764705882353,11.176470588235293,12.0,12.0,3431.764705882353,859.5294117647059,1763.5294117647059,456.47058823529414,7,9,9,3,6,6,12,13,6,7,0
PRV57013,False,71.58536585365853,1.024390243902439,0.0,2.4146341463414633,381.7073170731707,0.0,12.0,12.0,6602.682926829269,732.5853658536586,2967.560975609756,1016.5853658536586,16,23,15,3,18,19,34,31,17,18,3
PRV57014,False,73.80263157894737,1.0263157894736843,0.0,2.736842105263158,225.92105263157896,4.605263157894737,12.0,12.0,8885.526315789473,562.1052631578947,2027.3684210526317,585.3947368421053,24,51,43,18,22,35,63,54,28,15,9
PRV57015,False,74.45454545454545,1.0,0.0,2.75,521.1363636363636,3.409090909090909,12.0,12.0,6397.727272727273,485.45454545454544,3023.8636363636365,697.0454545454545,12,21,17,8,12,21,36,36,13,17,3
PRV57016,False,68.6875,1.0,0.9375,9.1875,12350.0,1068.0,12.0,12.0,22587.5,2002.5,751.25,191.25,8,13,11,4,8,10,15,13,7,8,2
PRV57017,True,78.21739130434783,1.434782608695652,0.6956521739130435,9.478260869565217,11569.565217391304,1068.0,12.0,11.478260869565217,16557.82608695652,1485.9130434782608,927.3913043478261,296.95652173913044,10,13,15,9,11,11,16,20,9,5,9
PRV57018,True,71.51515151515152,1.4848484848484849,0.8787878787878788,7.393939393939394,10081.515151515152,767.625,12.0,12.0,15848.787878787878,1290.4242424242425,1793.6363636363637,610.9090909090909,20,24,17,7,12,13,26,28,15,12,5
PRV57020,False,72.0,1.0,1.0,8.666666666666666,8833.333333333334,1068.0,12.0,12.0,16848.333333333332,1424.0,5005.0,1290.0,5,4,5,1,5,5,5,5,2,1,1
PRV57021,True,75.21428571428571,1.2857142857142858,0.5,8.0,9785.714285714286,1068.0,12.0,12.0,19280.0,2326.0,1382.142857142857,367.85714285714283,8,12,10,1,8,9,11,12,5,3,4
PRV57023,False,71.6,1.0666666666666667,0.8,9.266666666666667,11533.333333333334,1068.0,12.0,12.0,15245.333333333334,1424.0,1472.0,444.6666666666667,3,11,13,0,8,7,13,11,5,6,1
PRV57024,False,74.44444444444444,1.0,0.7777777777777778,8.666666666666666,14744.444444444445,1068.0,10.666666666666666,12.0,20993.333333333332,1424.0,1228.888888888889,525.5555555555555,3,5,3,0,2,5,6,8,2,2,0
